name,star,category,address,reviews,lat,long,station,place
락희돈,4.3,술집,서울특별시 마포구 월드컵북로2길 86,"갈수록 별로임. 항정 심장 등 단품 주문 안되는 부위가 많아짐.
주문도 안되는데 메뉴에 단품 가격 쓰여있는 거 웃김.
첫 접시 다 먹고도 텀이 20분 이상씩 될 정도로 테이블 신경 안 씀.
2번 3번 접시는 같이 나옴.
2번 접시 간/연골 식으면 비림. 3번 접시 튀김은 식으면 느끼.
이럴꺼면 처음에 한꺼번에 주지 뭐하러 나눠 줌.

받아 놓은 주문이나 해결하고 손님 받는 게 맞는 것 같음.
욕심부리지 말고 테이블 수 좀 줄이길.",37.5582416,126.9247078,홍대입구역,음식점
락희돈,4.3,술집,서울특별시 마포구 월드컵북로2길 86,우연히 간곳인데 완전 찐팬 되었네요. 모듬메뉴 정말 맛있어요. 고기가 제대로에요. 사람이 많아서 시간 잘 골라 가야 웨이팅 없어요.,37.5582416,126.9247078,홍대입구역,음식점
락희돈,4.3,술집,서울특별시 마포구 월드컵북로2길 86,꼬치구이가 호불호가 있을 듯 해요. 돼지고기 육즙이 나오고 약간 덜 익힌 느낌이라 저는 여기에서 감점. 고기는 싱싱하고 오뎅국은 맛났어요,37.5582416,126.9247078,홍대입구역,음식점
락희돈,4.3,술집,서울특별시 마포구 월드컵북로2길 86,"목요일 5시에 갔고 6시반부터 만석됐어요
10종모듬 시켯는데 고기들이 너무 덩어리가
컷어요 맛은 부드럽고 갠츈
일반꼬치집들이랑 구성이 좀달라서 그부분을
오히려 좋아할지 안좋아할진 좀나뉠거 같아요
개인적으론 고기4종말곤 버섯 방토 간 연골
튀김이 별로여서.. ㅠ 막창이나 닭날개라도
나와야할듯 38000원인데..ㅠ
그래도 한번쯤은 괜찮을듯해요",37.5582416,126.9247078,홍대입구역,음식점
락희돈,4.3,술집,서울특별시 마포구 월드컵북로2길 86,"첫방문. 잊을 수 없는 맛. 새로운 차원. 스모키향. 정성이 느껴짐.
오늘의 탑3.  간, 돈설, 뽈살. 간은 특유의 향과 녹아내리는 크림맛. 돈설은 귀여운 돼지랑 프랜치키스하는 맛. 뽈살은 보들보들한 식감.
재방문의사 매우충만.",37.5582416,126.9247078,홍대입구역,음식점
락희돈,4.3,술집,서울특별시 마포구 월드컵북로2길 86,모듬꼬치 맛있어요 서비시안주로 주신 오토시 진짜 맛있는데 리필은2번까지먼 되서 아쉬워요ㅜ,37.5582416,126.9247078,홍대입구역,음식점
락희돈,4.3,술집,서울특별시 마포구 월드컵북로2길 86,"일본 쉐프가 운영하는 꼬치를 참 잘하는 집
모든 꼬치가 다 맛있는 집",37.5582416,126.9247078,홍대입구역,음식점
락희돈,4.3,술집,서울특별시 마포구 월드컵북로2길 86,"<락희돈>에서 볼살, 심장, 항정살, 츠쿠네, 닭연골~ 메뉴와 가격은 사진 참조~",37.5582416,126.9247078,홍대입구역,음식점
락희돈,4.3,술집,서울특별시 마포구 월드컵북로2길 86,최고의 안주. 모듬꼬치세트 44000원.,37.5582416,126.9247078,홍대입구역,음식점
락희돈,4.3,술집,서울특별시 마포구 월드컵북로2길 86,"여러 꼬치구이집을 다녀봣지만 여기처럼 맘에 드는 꼬치구이집은 처음이네요! 여긴 돼지고기가 시그니쳐인 것 같고 볼살하고 특히!! 항정살이 최고에요... 얼마전에 남영돈 다녀왔는데 남영돈 갈 돈으로 여기서 항정살 6번 시켜먹거싶어오... 마스에 따라주시는 잔술도 좋앗고, 주문한 음식 전에 내어주시는 고기 들은 국물안주도 좋았어요^0^ 담엔 돈설 시켜먹으러 꼭다시 올거에요",37.5582416,126.9247078,홍대입구역,음식점
락희돈,4.3,술집,서울특별시 마포구 월드컵북로2길 86,"맥주와 꼬치를 주문했는데 기본안주가 꽤 괜찮은게 나오네요 ㅎㅎ
꼬치집 치고는 연기냄새가 강하지 않아서 좋았어요.
그리고 4가지 꼬치를 먹어봤는데, 갈매기살과 동설이 맛잇엇어요.
갈매기는 두툼해서 씹으면 육즙이 굉장히 풍부하게 나오고 부드러워서 좋앗구요
동설은 혀 특유의 쫄깃하면서 약간 푸석한 느낌의 식감이 좋아서 기억에 남네요
이번엔 맥주랑 먹었는데 다음번엔 사케랑 먹어볼 생각입니다 ㅎㅎㅎㅎ",37.5582416,126.9247078,홍대입구역,음식점
락희돈,4.3,술집,서울특별시 마포구 월드컵북로2길 86,"꼬치를 이렇게 맛있게 먹은건 또 처음이네요.
특수부위까지 낯설지 않고 맛있게 드실 수 있어요.
사장님이 일본 분이시던데 제대로 된 꼬치 드시고 싶다면 강추드려요. 가격 부담도 크지 않아요. 대신 웨이팅이 있는데 저는 최고 50분까지 기다려봤네요. 다찌 자리는 금방 나는 편이에요 :)",37.5582416,126.9247078,홍대입구역,음식점
락희돈,4.3,술집,서울특별시 마포구 월드컵북로2길 86,"분위기도 좋고 꼬치도 너무 맛있습니다! 저는 5.40분쯤 들어가서 여유로웠는데요 7시 이전에 금방 자리가 만석이더라구요 참고하세요!
꼬치는 말이 필요없는 맛이었습니다만 샤브샤브는 꼬치에 비해선 별로였어요ㅠㅠ 하지만 맛있긴 아주 맛있습니다 :)
재방문의사 많아요🤘🏻…",37.5582416,126.9247078,홍대입구역,음식점
락희돈,4.3,술집,서울특별시 마포구 월드컵북로2길 86,"아무리 못해도 한 달에 한 번은 가는 곳.
최애 메뉴는 항정살과 방울토마토.
사실 오토시가 가장 맛있다.
항정살은 주문 갯수 제한이 있었는데 지금은 없는 상태라 좋다.
야끼우동은 처음 주문인데 맛나다.

팁이 있다면, 돼지꼬치는 조금 레스팅시켜서 먹고 야채꼬치는 바로 먹을 것.

힘 들이지 않은 수더분한 분위기와 맛이 좋은 곳.
고기 씹는 맛을 터프하게 즐길 수 있다.",37.5582416,126.9247078,홍대입구역,음식점
락희돈,4.3,술집,서울특별시 마포구 월드컵북로2길 86,자주가는 꼬치집. 당연히 식사메뉴보단 특수돼지부위 꼬치가 일품이다,37.5582416,126.9247078,홍대입구역,음식점
락희돈,4.3,술집,서울특별시 마포구 월드컵북로2길 86,"이야... 요근래 먹어본 꼬치구이집 중 제일 괜찮았어요. 주방장이 일본유명 주방장이라 유명하다는데 그런걸 떠나서 진짜 맛있네! 모든 꼬치가 다 맛있었는데 간은 좀 아니었어요. 덜익은 느낌? 그외엔 맥주와 진짜 찰떡궁합.
(근데 양배추는 왜 일괄적으로 추가비용을 받는거죠? 1~2개 주문하고 양배추만 계속 달라고 하면 안되는게 맞겠지만 일정량 이상 주문 많이한 테이블은 서비스 차원에서 주는것도 나쁘지 않을거 같네요. 안 주길래 시켜먹긴 했지만.)",37.5582416,126.9247078,홍대입구역,음식점
락희돈,4.3,술집,서울특별시 마포구 월드컵북로2길 86,"돼지고기나 소고기의 고기 잡냄새에 민감해서 주저하다가 락희돈에서 모듬 꼬치를 주문해서 먹었는데 나의 기준으론 모듬꼬치로 먹었던 구이들의 맛은 조금 돼지의 잡내음이 있었으나 소고기 양지 구이는 맛이 구웃.
종업원들은 외국인들도 있고 해서 여러번 불러야 오는 것은 물론 대화를 두 번은 해야 주문할 음식을 알아 듣는 듯 다소 서비스가 그저그런 식당.",37.5582416,126.9247078,홍대입구역,음식점
락희돈,4.3,술집,서울특별시 마포구 월드컵북로2길 86,"Excellent

이 말 한마디면 끝...
한국에서 이런 야키돈 집을 만날줄 상상도 못했다.

볼살은 식감과 풍미가 다 훌륭했고,
특상돈설은 돈이 아깝지 않았다.
돈설도 편견없이 먹었을때 우설과 구분이 안될정도였고
락희볼은 이제 더이상 츠쿠네를 못 먹게 만들었다.

아쉽게도 통풍 초기라 몸 사리는 차원에서 오토시는 맛만 봤다.
내장과 손질하고 남은 빠시가 재료이기 때문이다.
다 못 먹는게 너무나 한스러울 정도로 맛이 괜찮았다. ㅜ.ㅜ

오후 4시 오픈이고
7시 조금 넘어 도착했을때
테이블은 이미 자리가 없었다.
일행이 다 와야 입장 가능함.

8시가 안 된 시간에
야키 재료가 떨어져 브레이크 걸고
해체(쇼 ^^)를 시작하신 셰프
유투브에서 본것보다 더 빠르다.
많은 걸 보고 맛을 느꼈으며
좋은 말씀도 많이 들었다.

재방문때 간과 목살도 맛을 볼 예정이고,
아울러 셰프가 추천하는 미디엄으로 부탁드릴 것이다.
다음주에 다시 가볼 예정",37.5582416,126.9247078,홍대입구역,음식점
락희돈,4.3,술집,서울특별시 마포구 월드컵북로2길 86,돼지고기 꼬치의 맛이 궁금하다면,37.5582416,126.9247078,홍대입구역,음식점
락희돈,4.3,술집,서울특별시 마포구 월드컵북로2길 86,"항정살꼬치 강강추 !! 여기 가시면 꼭 드셔보세요 양념이 살짝 느껴지는데 너무 맛있네요. 아삭?한 식감도 최고 ㅠㅠ 기본으로 주시는 고기국물도 맛있고... 방울토마토꼬치도 맛있어요 삼겹살꼬치는 두께가 너무 두꺼웠고 식감도 퍽퍽한 편이라 별로였어요
분위기도 술맛돋고 .. 애정하는 곳 ㅎㅎ",37.5582416,126.9247078,홍대입구역,음식점
락희돈,4.3,술집,서울특별시 마포구 월드컵북로2길 86,"세트메뉴 시켰는데 2차로 와서 그런지 배불러서 다 못먹음.
초입에 주시는 톤지루 같은 고기탕? 그게 정말 감자탕 고기처럼 맛있어  다 먹은게 큰것 같음... ㅠ

한국에서 먹은 꼬치중에는 제일 맛있었고, 그 기대를 안고 간꼬치도 도전했으나 내가 짐. 너무 식감이 ..

물렁뼈꼬지랑 간꼬지는 개인취향으로는 한입먹고 남겼으니
나처럼 초딩입맛인 분들은 그냥 단품으로 자신이 먹고싶은거 사는 걸 추천.

(직원분들 마스크 쓰고 친절하심 카카오맵의 리뷰 보고 불안했다가 즐겁게 먹고 감)",37.5582416,126.9247078,홍대입구역,음식점
락희돈,4.3,술집,서울특별시 마포구 월드컵북로2길 86,"일본 교포분들이 운영? 하는 것 같은 집
알바생들도 한국말 잘해서 깜짝놀랐습니다.
이자카야라고 생각을 하면 가벼운 안주를 생각하기엔
조금 무거운 편. 돼지고기를 숯불로 까슬까슬하게 돼지지방까지 거의 녹일정도까지 구워서 담백하고 농후한 맛을 느낄 수 있음. 오꼬노미야끼 양은 세상 4명에서도 먹을 수 있는 사이드메뉴...",37.5582416,126.9247078,홍대입구역,음식점
락희돈,4.3,술집,서울특별시 마포구 월드컵북로2길 86,"일본식 돼지고기 꼬치가 맛있는곳
자주 접하기 힘든 돼지부속꼬치가 맛있다",37.5582416,126.9247078,홍대입구역,음식점
