name,star,category,address,comment,dist,reviews,target,매칭 키워드,review_tags
바다회사랑2호점,4.3,생선회,서울 마포구 동교로 143,싱싱한 방어 먹으러 홍대 횟집,2공항경의중앙홍대입구역 1번 출구에서535m,오래도록 명성을 유지하는데 분명한 이유가 있습니다. 저도 방어 자주 먹으러 다니지만 이만한 곳은 찾기가 아주 힘들어요. 방어의 퀼리티나 두께감은 이 곳을 따라올 곳이 없고 신선하고 방어를 잘못 다루었을 때 느껴질 수 있는 비린 맛도 없습니다. 매운탕은 특별한 맛은 없지만 만족감이 좋아요. 언제나 추천하고 싶은 그런 음식점 입니다.,,,"매장이 넓어요, 양이 많아요, 음식이 맛있어요, 특별한 메뉴가 있어요"
바다회사랑2호점,4.3,생선회,서울 마포구 동교로 143,싱싱한 방어 먹으러 홍대 횟집,2공항경의중앙홍대입구역 1번 출구에서535m,"2022-12-26
방어회 맛집이라고 소문난 곳이에요
평일 저녁 6시 20분쯤 가서 1시간정도 웨이팅했어요
방어 두께가 두꺼워서 좋았고 해물라면도 정말 괜찮았어요(매운탕에 라면사리 넣는거랑 가격이 똑같았는데 해물라면도 밑에 불을 같이 줘서 계속 따뜻하게 주면 좋을 거 같아요) 맛있게 먹었어요 ㅎㅎ
with JJ",,,"양이 많아요, 음식이 맛있어요, 재료가 신선해요, 특별한 메뉴가 있어요"
바다회사랑2호점,4.3,생선회,서울 마포구 동교로 143,싱싱한 방어 먹으러 홍대 횟집,2공항경의중앙홍대입구역 1번 출구에서535m,ㅠㅠ포장하는 것보다 확실히 매장에서 먹는 게 훨씬 더 맛있어요. 방어는 지금껏 먹은 것 중 역대급..♥️ 눈치싸움 성공해서 웨이팅 없이 먹었더니 더 행복하네요. 겨울 지나기 전에 달려가세요. 오픈 시간 맞춰서 가면 대기 시간이 적어요.,,,"특별한 메뉴가 있어요, 가성비가 좋아요, 재료가 신선해요, 음식이 맛있어요, 양이 많아요"
바다회사랑2호점,4.3,생선회,서울 마포구 동교로 143,싱싱한 방어 먹으러 홍대 횟집,2공항경의중앙홍대입구역 1번 출구에서535m,"매장: 겨울에 지나가다 보면 줄 많이 서있는 곳이죠 / 테이블 간격이 쫍아서 꽤 시끄러워서 대화하기 좀 어려워요. 

운영: 평일 오후3시반~4시 정도부터 웨이팅이 생길 가능성이 높아요 / 식사시간 2시간으로 제한이 있어요 / 예약없고 줄서야 되는데 방문 인원이 다 있어야 입장이 가능해요.

음식: 방어회 두껍고 커서 입안가득 부드럽고 고소함 느껴져서 맛있네요 / 방어회 상태가 신선해서 식감도 좋고 비린맛 거의 없어요 / 가격 대비해서 방어회 양은 많은편 이긴한데.. 가격이 올랐네요 

후기: 겨울이면 방어회 먹으러 꼭 가게되는 곳이죠 / 방어회 두툼하고 커서 그거 먹는 맛이 색다르고 좋구요.",,,"재료가 신선해요, 가성비가 좋아요, 음식이 맛있어요"
바다회사랑2호점,4.3,생선회,서울 마포구 동교로 143,싱싱한 방어 먹으러 홍대 횟집,2공항경의중앙홍대입구역 1번 출구에서535m,"주말 저녁 1시간 반 웨이팅해서 먹었습니다… 진짜 방어 미친맛이에요 회가 엄청 두툼하고 물리지도 않았어요 기다려서 먹을 가치가 있었습니다 
아쉬운 점은 주방장이 안계셔서 해물라면을 못먹었기에 다음에 다시 도전해볼거고 웨이팅 시스템이 바뀌었으면 좋겠어요",,,"단체모임 하기 좋아요, 음식이 맛있어요, 재료가 신선해요, 특별한 메뉴가 있어요"
바다회사랑2호점,4.3,생선회,서울 마포구 동교로 143,싱싱한 방어 먹으러 홍대 횟집,2공항경의중앙홍대입구역 1번 출구에서535m,방어 하면 바다회사랑.. 금요일 5시10분쯤 도착했더니 웨이팅 한 네다섯팀정도 앞에 있었어요 일행이 모두 와야 들어갈 수 있어서 뒤에 있는 몇 팀 먼저 들어가고 5시 50분쯤 들어갔습니다 이용시간 2시간이라고 일행 오기 전에 먼저 들어갈지 여쭤봐주셔서 먼저 들어가서 주문했습니다 방어 두툼하고 백김치 김이랑 같이 먹으면 순삭입니다,,,"단체모임 하기 좋아요, 매장이 넓어요, 특별한 메뉴가 있어요"
바다회사랑2호점,4.3,생선회,서울 마포구 동교로 143,싱싱한 방어 먹으러 홍대 횟집,2공항경의중앙홍대입구역 1번 출구에서535m,말로만 듣던 바다회사랑!!! 2호점으로 드디어 와봤네요 역시나 웨이팅은 있었고 처음 가봤는데 생각보다 테이블이 타닥타닥 붙어 있어서 좀 놀랐지만 두툼한 두께의 회에 양도 많아서 넘 좋았… 몇 점 남기고 온 방어회가 생각나네요 머리핀을 두고 와서 다시 찾으러 갔는데 굉장히 친절하셨어요,,,"음식이 맛있어요, 재료가 신선해요, 특별한 메뉴가 있어요"
바다회사랑2호점,4.3,생선회,서울 마포구 동교로 143,싱싱한 방어 먹으러 홍대 횟집,2공항경의중앙홍대입구역 1번 출구에서535m,"진짜 너~~ 무 맛있어요,, 평일 네시반정도에 가서 30-40분 정도 기다렸는데 기다릴 정도 입니다ㅠㅠ!!! 근데 한시간 반 정도 기다리시던데.. 그정도면 포장 추천드려요,, 무튼 방어는 진짜 두툼하고 쫄깃하고 고소하고 맛있어요♥️",,,"음식이 맛있어요, 재료가 신선해요"
바다회사랑2호점,4.3,생선회,서울 마포구 동교로 143,싱싱한 방어 먹으러 홍대 횟집,2공항경의중앙홍대입구역 1번 출구에서535m,유명한데는 이유가 있더라구요 평일 3시반에ㅜ방문했는데 웨이팅없었고 바로 입장했어요-! 2시간 이용제한이라 4시반쯤 나왔는데 그땐 대기아 있었어요!! 맛은 말해뭐해ㅠㅠㅠ엄청 두툼한데 살살녹구여~~ 둘이 소짜하나 시켰는데 배터지게 먹고 왔어요ㅎㅎ 너무 맛있어서 2시간동안 여자 둘이서 소주3병 부시고 왔어요ㅎㅎ 재방문의사 완전 백프로!! 대방어철 끝나기전에 또 가야겠어요ㅎㅎ,,,"친절해요, 재료가 신선해요, 음식이 맛있어요"
바다회사랑2호점,4.3,생선회,서울 마포구 동교로 143,싱싱한 방어 먹으러 홍대 횟집,2공항경의중앙홍대입구역 1번 출구에서535m,"주말에 두시간 줄서고 30분만에 해치웠어요…
태어나서 첨 먹어본 방어는 신선했고 부드러웠고 고소하면서 11월부터 왜 방어방어 하는지 알게되었어요🤣
다른곳을 가보지 않아서 비교가 안되지만 일단 신선한것임에는 틀림없다 라고 말할수 있네요 원초적이지만 제가 신선한거 아니면 바로 장털리는 사람인지라 근데 아무이상 없는거보니 신선한가 봐여 ㅠㅠㅠㅋㅋㅋ
해물라면도 맛있어요 면빨이 정말 쫠깃함! 이번생 방어원탑이라는 곳에 줄 서고 먹어봤으니 되었네요!",,,"음식이 맛있어요, 재료가 신선해요"
